crop,soil_type,soil_ph,temperature,humidity,rainfall,disease
Pepper,Loamy,5.8,30,87,149,Bacterial Leaf Spot
Pepper,Loamy,6.3,29,72,153,Bacterial Spot
Potato,Clay,7.0,26,55,172,Healthy
Potato,Clay,6.6,25,64,78,Healthy
Potato,Clay,6.9,35,70,107,Healthy
Potato,Loamy,6.4,31,68,160,Healthy
Pepper,Clay,6.8,35,56,80,Healthy
Pepper,Clay,6.0,25,79,31,Bacterial Spot
Potato,Clay,6.8,33,90,54,Early Blight
Pepper,Loamy,6.9,23,76,31,Bacterial Spot
Pepper,Loamy,6.5,22,63,51,Healthy
Potato,Sandy,6.3,35,66,112,Healthy
Potato,Sandy,6.4,22,81,145,Late Blight
Pepper,Loamy,5.8,26,71,139,Bacterial Spot
Potato,Loamy,6.8,20,84,107,Late Blight
Potato,Clay,6.0,32,68,157,Healthy
Tomato,Loamy,5.8,34,78,125,Early Blight
Potato,Sandy,6.5,24,83,180,Late Blight
Pepper,Sandy,6.2,23,77,32,Bacterial Spot
Potato,Loamy,6.4,28,66,51,Healthy
Pepper,Sandy,7.0,19,85,15,Bacterial Spot
Tomato,Clay,6.6,25,85,50,Early Blight
Tomato,Clay,6.5,35,77,90,Early Blight
Pepper,Sandy,6.9,31,92,172,Bacterial Leaf Spot
Pepper,Loamy,5.6,32,67,44,Healthy
Potato,Clay,7.1,20,86,132,Late Blight
Potato,Clay,5.6,33,87,118,Late Blight
Potato,Loamy,6.2,30,79,180,Early Blight
Potato,Sandy,6.2,31,72,145,Early Blight
Potato,Loamy,6.2,32,71,80,Early Blight
Pepper,Clay,7.0,30,95,123,Bacterial Leaf Spot
Potato,Loamy,6.1,25,76,145,Early Blight
Pepper,Sandy,6.9,25,80,66,Bacterial Spot
Potato,Sandy,6.6,32,83,82,Early Blight
Pepper,Sandy,5.7,18,83,93,Bacterial Spot
Potato,Sandy,6.0,30,81,59,Early Blight
Pepper,Sandy,5.5,35,84,60,Bacterial Spot
Potato,Clay,6.7,20,58,144,Healthy
Pepper,Clay,6.1,25,67,44,Healthy
Tomato,Clay,6.2,33,57,42,Healthy
Pepper,Sandy,5.8,34,85,66,Bacterial Spot
Potato,Loamy,6.4,22,56,163,Healthy
Pepper,Loamy,6.4,23,64,22,Healthy
Potato,Clay,5.7,21,58,54,Healthy
Tomato,Clay,6.3,33,57,133,Healthy
Potato,Loamy,5.7,30,58,156,Healthy
Tomato,Clay,6.6,23,86,90,Early Blight
Pepper,Sandy,5.6,33,63,38,Healthy
Tomato,Clay,5.7,27,88,154,Late Blight
Tomato,Loamy,5.8,34,71,10,Early Blight
Pepper,Loamy,6.9,30,90,72,Bacterial Spot
Tomato,Clay,5.6,18,79,67,Early Blight
Pepper,Loamy,6.9,23,88,16,Bacterial Spot
Pepper,Sandy,6.9,18,80,124,Bacterial Spot
Pepper,Clay,5.5,19,67,133,Healthy
Pepper,Loamy,6.2,31,95,12,Bacterial Spot
Potato,Loamy,6.7,33,64,117,Healthy
Potato,Loamy,5.8,23,67,137,Healthy
Pepper,Clay,6.6,27,80,97,Bacterial Spot
Potato,Loamy,6.7,31,92,95,Early Blight
Potato,Loamy,6.9,33,86,170,Late Blight
Tomato,Clay,6.8,19,94,144,Late Blight
Potato,Loamy,5.9,27,81,127,Late Blight
Pepper,Clay,7.1,18,83,93,Bacterial Spot
Pepper,Clay,6.0,24,65,166,Healthy
Potato,Clay,6.5,23,74,67,Early Blight
Potato,Sandy,5.6,28,79,47,Early Blight
Potato,Loamy,5.7,28,90,145,Late Blight
Pepper,Sandy,7.2,35,72,106,Bacterial Spot
Tomato,Loamy,6.3,27,56,46,Healthy
Potato,Loamy,6.1,19,84,24,Early Blight
Pepper,Loamy,6.8,35,86,23,Bacterial Spot
Tomato,Loamy,6.0,28,87,99,Early Blight
Pepper,Sandy,5.6,26,88,177,Bacterial Leaf Spot
Tomato,Loamy,5.7,19,59,103,Healthy
Pepper,Clay,6.5,21,68,180,Healthy
Tomato,Sandy,7.1,32,71,109,Early Blight
Pepper,Loamy,6.7,23,79,46,Bacterial Spot
Pepper,Sandy,5.6,29,61,94,Healthy
Tomato,Loamy,5.8,35,87,54,Early Blight
Potato,Clay,7.1,23,89,52,Early Blight
Tomato,Sandy,7.0,32,77,124,Early Blight
Potato,Loamy,6.5,18,86,175,Late Blight
Tomato,Loamy,6.8,23,69,78,Healthy
Tomato,Loamy,5.8,20,89,34,Early Blight
Potato,Loamy,6.3,33,82,43,Early Blight
Pepper,Loamy,7.2,34,93,174,Bacterial Leaf Spot
Potato,Loamy,6.3,21,87,176,Late Blight
Pepper,Loamy,5.7,21,88,165,Bacterial Leaf Spot
Tomato,Loamy,6.4,29,75,80,Early Blight
Tomato,Clay,5.6,26,74,129,Early Blight
Tomato,Sandy,5.9,20,80,104,Early Blight
Tomato,Sandy,5.5,20,93,14,Early Blight
Pepper,Sandy,5.6,25,55,128,Healthy
Tomato,Sandy,5.6,20,85,59,Early Blight
Pepper,Clay,5.8,31,79,143,Bacterial Spot
Pepper,Loamy,5.7,21,74,96,Bacterial Spot
Pepper,Clay,6.4,29,92,75,Bacterial Spot
Potato,Sandy,6.8,35,83,99,Early Blight
Pepper,Loamy,6.1,25,75,111,Bacterial Spot
Pepper,Sandy,6.8,35,92,41,Bacterial Spot
Pepper,Sandy,6.7,21,86,115,Bacterial Leaf Spot
Potato,Clay,6.9,33,62,73,Healthy
Pepper,Clay,6.6,34,70,131,Healthy
Tomato,Clay,6.2,28,83,149,Late Blight
Pepper,Loamy,6.2,30,88,14,Bacterial Spot
Tomato,Sandy,6.1,33,83,124,Late Blight
Potato,Clay,6.3,25,62,96,Healthy
Potato,Sandy,6.4,24,88,159,Late Blight
Pepper,Loamy,7.2,21,60,139,Healthy
Potato,Clay,5.8,24,93,147,Late Blight
Potato,Clay,5.9,20,62,168,Healthy
Pepper,Loamy,5.5,19,86,41,Bacterial Spot
Potato,Sandy,7.2,19,89,21,Early Blight
Potato,Loamy,6.0,29,80,129,Early Blight
Tomato,Clay,5.8,27,88,60,Early Blight
Tomato,Loamy,6.1,18,67,92,Healthy
Potato,Loamy,6.3,34,67,22,Healthy
Pepper,Loamy,5.6,25,77,121,Bacterial Spot
Tomato,Clay,6.0,20,59,34,Healthy
Pepper,Loamy,6.3,31,89,89,Bacterial Spot
Pepper,Loamy,6.3,20,75,103,Bacterial Spot
Tomato,Clay,5.8,22,74,37,Early Blight
Tomato,Clay,6.3,23,57,163,Healthy
Pepper,Clay,6.4,31,91,111,Bacterial Leaf Spot
Pepper,Loamy,6.5,34,92,18,Bacterial Spot
Tomato,Sandy,5.8,23,57,159,Healthy
Tomato,Sandy,6.8,35,59,152,Healthy
Potato,Sandy,6.4,19,93,153,Late Blight
Potato,Clay,7.2,33,75,50,Early Blight
Tomato,Clay,6.7,25,79,44,Early Blight
Pepper,Clay,5.9,30,77,51,Bacterial Spot
Tomato,Clay,6.2,27,79,55,Early Blight
Tomato,Sandy,6.0,35,77,55,Early Blight
Potato,Sandy,7.0,18,93,144,Late Blight
Potato,Loamy,6.1,35,83,17,Early Blight
Potato,Loamy,7.0,24,86,161,Late Blight
Potato,Loamy,6.9,23,67,146,Healthy
Tomato,Loamy,5.8,21,79,152,Early Blight
Pepper,Sandy,5.8,31,59,146,Healthy
Potato,Sandy,5.9,34,66,53,Healthy
Tomato,Loamy,6.5,23,70,175,Healthy
Tomato,Loamy,6.3,21,82,101,Late Blight
Potato,Clay,6.4,28,80,141,Early Blight
Tomato,Clay,6.0,31,93,180,Late Blight
Pepper,Sandy,7.0,35,69,131,Healthy
Pepper,Sandy,6.4,21,80,80,Bacterial Spot
Tomato,Sandy,7.2,35,77,104,Early Blight
Potato,Clay,6.1,32,66,119,Healthy
Pepper,Sandy,5.9,32,56,103,Healthy
Potato,Loamy,6.0,31,66,143,Healthy
Pepper,Sandy,5.8,22,82,14,Bacterial Spot
Tomato,Clay,6.7,30,75,129,Early Blight
Tomato,Loamy,6.6,29,58,17,Healthy
Potato,Loamy,6.5,30,91,104,Late Blight
Pepper,Clay,6.6,24,73,171,Bacterial Spot
Tomato,Loamy,6.8,26,77,156,Early Blight
Potato,Loamy,6.7,29,78,76,Early Blight
Potato,Sandy,5.5,25,79,29,Early Blight
Pepper,Loamy,5.9,22,88,143,Bacterial Leaf Spot
Pepper,Clay,6.6,32,82,180,Bacterial Leaf Spot
Potato,Clay,6.9,24,80,135,Early Blight
Tomato,Clay,6.5,28,70,69,Healthy
Tomato,Loamy,6.4,26,89,103,Late Blight
Pepper,Sandy,6.9,19,74,68,Bacterial Spot
Tomato,Clay,6.5,24,75,118,Early Blight
Potato,Loamy,6.4,20,69,149,Healthy
Potato,Loamy,7.0,33,77,21,Early Blight
Potato,Clay,5.9,31,80,127,Early Blight
Pepper,Clay,6.9,25,81,141,Bacterial Leaf Spot
Potato,Clay,6.3,21,80,163,Early Blight
Pepper,Sandy,6.1,26,67,35,Healthy
Pepper,Loamy,7.1,18,88,38,Bacterial Spot
Tomato,Loamy,6.0,18,56,46,Healthy
Pepper,Clay,7.0,26,68,25,Healthy
Potato,Clay,7.0,24,72,80,Early Blight
Pepper,Loamy,7.2,34,93,41,Bacterial Spot
Potato,Clay,5.7,31,65,25,Healthy
Tomato,Clay,6.9,31,85,158,Late Blight
Potato,Loamy,5.7,29,77,13,Early Blight
Pepper,Clay,5.6,25,76,89,Bacterial Spot
Pepper,Loamy,6.8,29,71,119,Bacterial Spot
Tomato,Clay,7.0,30,77,121,Early Blight
Pepper,Sandy,5.8,19,82,93,Bacterial Spot
Potato,Sandy,6.1,28,67,143,Healthy
Tomato,Loamy,6.6,24,63,152,Healthy
Potato,Sandy,6.7,32,78,163,Early Blight
Pepper,Loamy,5.9,21,62,65,Healthy
Potato,Loamy,6.1,21,90,87,Early Blight
Tomato,Clay,6.8,20,91,25,Early Blight
Tomato,Loamy,5.6,25,56,164,Healthy
Pepper,Clay,6.2,29,67,38,Healthy
Tomato,Loamy,6.3,25,85,172,Late Blight
Pepper,Loamy,6.3,34,82,16,Bacterial Spot
Pepper,Loamy,6.3,34,91,67,Bacterial Spot
Pepper,Loamy,5.5,32,59,172,Healthy
Pepper,Clay,5.7,35,76,144,Bacterial Spot
Pepper,Sandy,5.9,35,78,92,Bacterial Spot
Tomato,Loamy,6.1,24,57,180,Healthy
Pepper,Loamy,6.0,31,91,69,Bacterial Spot
Potato,Clay,6.3,34,88,124,Late Blight
Pepper,Sandy,6.1,21,93,172,Bacterial Leaf Spot
Potato,Loamy,5.7,20,62,147,Healthy
Tomato,Clay,5.7,33,58,146,Healthy
Tomato,Sandy,6.0,30,93,126,Late Blight
Pepper,Loamy,6.1,27,75,133,Bacterial Spot
Potato,Loamy,6.3,30,85,13,Early Blight
Pepper,Sandy,6.3,26,89,143,Bacterial Leaf Spot
Tomato,Sandy,6.4,20,88,39,Early Blight
Pepper,Loamy,6.5,23,84,17,Bacterial Spot
Tomato,Sandy,6.5,24,87,72,Early Blight
Tomato,Loamy,6.5,22,65,78,Healthy
Potato,Loamy,5.8,33,59,100,Healthy
Tomato,Sandy,6.4,24,69,54,Healthy
Potato,Sandy,5.9,21,90,154,Late Blight
Potato,Sandy,5.9,26,83,62,Early Blight
Tomato,Sandy,6.4,24,78,82,Early Blight
Pepper,Sandy,6.7,20,62,111,Healthy
Potato,Clay,5.8,32,59,177,Healthy
Tomato,Loamy,5.9,34,82,88,Early Blight
Potato,Loamy,6.1,21,73,178,Early Blight
Pepper,Clay,6.7,20,72,177,Bacterial Spot
Pepper,Sandy,6.1,30,85,128,Bacterial Leaf Spot
Tomato,Clay,6.5,19,55,82,Healthy
Pepper,Sandy,7.2,18,74,168,Bacterial Spot
Potato,Sandy,6.4,32,82,172,Late Blight
Tomato,Loamy,6.9,27,70,101,Healthy
Tomato,Sandy,5.9,28,69,131,Healthy
Potato,Loamy,6.3,18,77,115,Early Blight
Tomato,Loamy,6.6,22,86,146,Late Blight
Potato,Clay,6.7,27,68,104,Healthy
Pepper,Sandy,6.4,21,71,105,Bacterial Spot
Tomato,Loamy,6.2,21,93,116,Late Blight
Pepper,Sandy,5.9,32,77,48,Bacterial Spot
Pepper,Clay,6.9,26,55,15,Healthy
Pepper,Clay,6.8,22,69,155,Healthy
Potato,Sandy,7.0,20,68,108,Healthy
Potato,Loamy,6.5,30,66,96,Healthy
Potato,Sandy,5.9,27,94,122,Late Blight
Pepper,Loamy,5.6,21,70,29,Healthy
Pepper,Clay,5.7,23,85,62,Bacterial Spot
Tomato,Loamy,5.8,27,69,172,Healthy
Tomato,Sandy,6.4,23,59,111,Healthy
Tomato,Sandy,6.3,27,86,149,Late Blight
Potato,Loamy,6.0,29,65,73,Healthy
Potato,Loamy,6.5,30,75,101,Early Blight
Potato,Clay,6.9,31,92,20,Early Blight
Pepper,Sandy,6.6,20,71,105,Bacterial Spot
Tomato,Sandy,7.0,19,60,126,Healthy
Pepper,Sandy,6.5,31,81,14,Bacterial Spot
Tomato,Loamy,6.5,35,90,122,Late Blight
Pepper,Loamy,6.3,20,87,172,Bacterial Leaf Spot
Pepper,Clay,5.8,32,61,130,Healthy
Pepper,Loamy,6.3,34,90,114,Bacterial Leaf Spot
Tomato,Loamy,6.5,21,61,102,Healthy
Tomato,Sandy,6.3,24,90,165,Late Blight
Potato,Clay,5.5,35,84,39,Early Blight
Tomato,Clay,6.6,19,63,50,Healthy
Pepper,Clay,5.6,26,70,11,Healthy
Potato,Sandy,6.2,31,86,22,Early Blight
Pepper,Clay,6.2,20,65,93,Healthy
Potato,Sandy,7.0,25,66,44,Healthy
Pepper,Clay,6.9,25,89,50,Bacterial Spot
Tomato,Sandy,7.0,24,72,46,Early Blight
Pepper,Loamy,5.8,23,82,49,Bacterial Spot
Pepper,Sandy,6.6,35,75,136,Bacterial Spot
Potato,Sandy,6.2,24,58,46,Healthy
Tomato,Loamy,5.7,22,67,145,Healthy
Pepper,Loamy,6.3,30,56,73,Healthy
Pepper,Clay,6.7,33,64,36,Healthy
Pepper,Clay,6.6,31,86,97,Bacterial Spot
Pepper,Clay,6.8,19,94,175,Bacterial Leaf Spot
Pepper,Clay,5.6,35,95,77,Bacterial Spot
Pepper,Loamy,6.6,20,63,172,Healthy
Tomato,Loamy,7.0,29,79,164,Early Blight
Tomato,Sandy,6.5,32,66,178,Healthy
Tomato,Sandy,6.8,21,71,87,Early Blight
Potato,Loamy,6.4,18,94,178,Late Blight
Potato,Sandy,6.6,20,59,100,Healthy
Pepper,Loamy,6.0,31,56,106,Healthy
Potato,Sandy,5.8,19,81,162,Late Blight
Potato,Sandy,6.9,34,58,128,Healthy
Pepper,Sandy,5.8,30,90,10,Bacterial Spot
Tomato,Loamy,5.5,31,59,78,Healthy
Potato,Sandy,7.0,34,73,145,Early Blight
Tomato,Sandy,6.8,35,89,50,Early Blight
Pepper,Loamy,7.0,28,71,76,Bacterial Spot
Tomato,Sandy,7.0,29,64,153,Healthy
Potato,Sandy,5.6,20,64,19,Healthy
Pepper,Loamy,6.4,34,61,36,Healthy
Potato,Loamy,6.7,24,80,142,Early Blight
Pepper,Clay,5.9,18,74,45,Bacterial Spot
Potato,Loamy,6.8,20,58,58,Healthy
Pepper,Sandy,6.8,20,86,80,Bacterial Spot
Pepper,Clay,6.2,18,85,34,Bacterial Spot
Pepper,Loamy,7.2,26,58,26,Healthy
Potato,Sandy,7.1,24,89,155,Late Blight
Potato,Clay,5.9,28,90,13,Early Blight
Tomato,Loamy,7.1,27,65,168,Healthy
Potato,Loamy,6.2,34,70,63,Healthy
Pepper,Sandy,6.4,19,82,119,Bacterial Leaf Spot
Pepper,Loamy,6.9,27,94,175,Bacterial Leaf Spot
Pepper,Clay,7.1,25,90,19,Bacterial Spot
Potato,Loamy,5.7,32,69,10,Healthy
Potato,Clay,6.7,33,64,109,Healthy
Potato,Loamy,6.5,19,85,102,Late Blight
Tomato,Sandy,6.2,24,83,115,Late Blight
Potato,Loamy,6.1,25,68,88,Healthy
Pepper,Clay,5.9,20,86,103,Bacterial Leaf Spot
Potato,Sandy,5.8,20,92,106,Late Blight
Tomato,Sandy,7.1,28,90,169,Late Blight
Pepper,Clay,6.0,23,72,82,Bacterial Spot
Pepper,Clay,6.5,21,73,158,Bacterial Spot
Tomato,Clay,5.6,34,90,31,Early Blight
Tomato,Sandy,7.2,18,64,150,Healthy
Tomato,Sandy,7.2,18,90,46,Early Blight
Tomato,Sandy,7.1,23,95,110,Late Blight
Pepper,Clay,7.0,29,86,128,Bacterial Leaf Spot
Tomato,Loamy,6.3,32,69,76,Healthy
Potato,Sandy,6.9,30,64,23,Healthy
Pepper,Sandy,6.1,24,69,96,Healthy
Potato,Loamy,6.0,27,65,75,Healthy
Pepper,Sandy,6.3,30,94,156,Bacterial Leaf Spot
Tomato,Clay,6.5,20,70,43,Healthy
Pepper,Clay,5.7,28,64,24,Healthy
Tomato,Sandy,6.0,18,69,176,Healthy
Pepper,Sandy,6.8,30,63,52,Healthy
Tomato,Clay,6.4,34,71,51,Early Blight
Pepper,Sandy,6.0,28,81,20,Bacterial Spot
Potato,Clay,7.1,34,73,150,Early Blight
Pepper,Clay,6.2,18,55,56,Healthy
Pepper,Sandy,6.7,19,75,46,Bacterial Spot
Pepper,Sandy,6.1,33,88,71,Bacterial Spot
Pepper,Clay,6.9,19,56,103,Healthy
Potato,Sandy,6.0,32,68,29,Healthy
Pepper,Clay,7.1,31,69,44,Healthy
Potato,Sandy,7.1,28,70,135,Healthy
Tomato,Clay,7.1,18,88,107,Late Blight
Potato,Clay,6.7,19,61,15,Healthy
Tomato,Clay,6.6,24,88,176,Late Blight
Pepper,Loamy,6.4,22,76,29,Bacterial Spot
Potato,Loamy,6.6,33,83,162,Late Blight
Tomato,Loamy,5.9,19,87,143,Late Blight
Potato,Clay,6.5,19,74,167,Early Blight
Pepper,Loamy,6.4,25,71,83,Bacterial Spot
Tomato,Clay,6.9,30,59,137,Healthy
Pepper,Clay,6.7,24,94,65,Bacterial Spot
Tomato,Loamy,6.9,29,71,37,Early Blight
Tomato,Loamy,6.7,27,79,94,Early Blight
Pepper,Loamy,6.8,20,85,33,Bacterial Spot
Tomato,Clay,6.5,26,66,122,Healthy
Pepper,Loamy,6.4,33,78,100,Bacterial Spot
Potato,Loamy,6.5,21,55,50,Healthy
Pepper,Sandy,6.3,35,71,41,Bacterial Spot
Pepper,Loamy,5.6,31,67,109,Healthy
Pepper,Clay,7.1,32,65,12,Healthy
Tomato,Clay,6.2,28,84,111,Late Blight
Potato,Sandy,6.0,35,81,133,Late Blight
Potato,Clay,5.7,35,74,159,Early Blight
Pepper,Loamy,6.8,20,92,168,Bacterial Leaf Spot
Pepper,Sandy,5.6,20,55,142,Healthy
Tomato,Sandy,6.9,32,78,155,Early Blight
Tomato,Sandy,6.0,20,57,134,Healthy
Potato,Clay,5.6,22,70,169,Healthy
Potato,Clay,7.0,20,92,126,Late Blight
Tomato,Sandy,6.0,22,91,68,Early Blight
Tomato,Clay,6.7,21,89,164,Late Blight
Pepper,Loamy,5.9,32,67,83,Healthy
Potato,Clay,5.6,23,64,160,Healthy
Tomato,Loamy,6.6,22,90,138,Late Blight
Tomato,Sandy,6.3,24,94,136,Late Blight
Pepper,Clay,6.3,34,92,128,Bacterial Leaf Spot
Pepper,Sandy,6.3,19,74,33,Bacterial Spot
Tomato,Loamy,5.8,22,89,19,Early Blight
Tomato,Clay,5.7,24,87,68,Early Blight
Pepper,Clay,7.2,21,80,38,Bacterial Spot
Pepper,Sandy,6.3,25,80,17,Bacterial Spot
Tomato,Clay,5.8,23,71,170,Early Blight
Tomato,Sandy,7.1,25,64,139,Healthy
Tomato,Loamy,6.7,30,87,34,Early Blight
Potato,Sandy,5.7,33,68,104,Healthy
Tomato,Sandy,6.2,25,56,140,Healthy
Potato,Sandy,6.2,19,71,89,Early Blight
Potato,Sandy,5.7,25,93,156,Late Blight
Potato,Clay,6.3,33,68,106,Healthy
Tomato,Loamy,5.5,22,58,118,Healthy
Pepper,Sandy,5.6,21,55,38,Healthy
Pepper,Sandy,6.8,30,70,122,Healthy
Tomato,Sandy,5.8,29,90,107,Late Blight
Pepper,Sandy,6.8,29,68,19,Healthy
Tomato,Sandy,6.1,32,66,54,Healthy
Tomato,Sandy,6.5,21,76,102,Early Blight
Potato,Clay,5.6,25,69,64,Healthy
Tomato,Clay,5.7,32,66,55,Healthy
Pepper,Loamy,5.6,32,70,124,Healthy
Tomato,Sandy,6.7,34,85,31,Early Blight
Tomato,Loamy,5.7,24,89,20,Early Blight
Potato,Clay,6.5,18,81,142,Late Blight
Pepper,Sandy,5.7,27,83,145,Bacterial Leaf Spot
Pepper,Loamy,5.6,26,85,19,Bacterial Spot
Pepper,Loamy,6.3,27,83,93,Bacterial Spot
Pepper,Sandy,6.6,20,79,19,Bacterial Spot
Tomato,Sandy,6.6,21,92,105,Late Blight
Potato,Sandy,6.9,29,66,116,Healthy
Pepper,Sandy,5.9,29,93,15,Bacterial Spot
Pepper,Clay,5.9,23,93,32,Bacterial Spot
Tomato,Loamy,6.4,19,81,64,Early Blight
Pepper,Sandy,6.4,20,65,30,Healthy
Potato,Clay,6.5,20,85,162,Late Blight
Pepper,Loamy,5.7,29,58,96,Healthy
Tomato,Clay,6.2,18,59,140,Healthy
Tomato,Loamy,6.8,28,69,123,Healthy
Tomato,Loamy,6.1,26,79,22,Early Blight
Pepper,Sandy,6.2,33,66,39,Healthy
Potato,Sandy,5.6,21,58,111,Healthy
Tomato,Loamy,6.3,28,85,126,Late Blight
Potato,Loamy,6.2,31,91,150,Late Blight
Tomato,Clay,7.0,25,68,155,Healthy
Tomato,Clay,5.7,24,85,30,Early Blight
Tomato,Loamy,6.8,24,66,148,Healthy
Pepper,Sandy,7.0,28,85,93,Bacterial Spot
Pepper,Clay,7.0,31,65,82,Healthy
Tomato,Clay,6.7,22,57,74,Healthy
Tomato,Loamy,6.8,35,69,59,Healthy
Pepper,Sandy,5.9,27,70,61,Healthy
Potato,Sandy,5.7,19,79,89,Early Blight
Potato,Sandy,7.2,34,56,173,Healthy
Potato,Clay,7.0,18,65,131,Healthy
Pepper,Loamy,6.2,32,84,128,Bacterial Leaf Spot
Potato,Sandy,6.9,27,87,156,Late Blight
Tomato,Loamy,6.1,27,85,97,Early Blight
Pepper,Loamy,6.4,20,80,13,Bacterial Spot
Potato,Sandy,6.6,26,77,168,Early Blight
Potato,Sandy,7.0,31,64,136,Healthy
Pepper,Clay,6.6,24,78,108,Bacterial Spot
Pepper,Loamy,6.9,33,60,156,Healthy
Tomato,Loamy,7.2,18,78,86,Early Blight
Tomato,Sandy,5.7,34,55,77,Healthy
Potato,Sandy,6.0,34,86,159,Late Blight
Potato,Sandy,6.1,33,71,95,Early Blight
Pepper,Sandy,6.6,23,68,29,Healthy
Pepper,Clay,6.3,21,70,82,Healthy
Tomato,Clay,6.2,20,59,85,Healthy
Pepper,Clay,6.2,20,83,46,Bacterial Spot
Tomato,Loamy,6.2,23,58,142,Healthy
Tomato,Sandy,6.3,21,85,36,Early Blight
Potato,Sandy,5.8,24,57,145,Healthy
Tomato,Clay,5.6,35,81,113,Late Blight
Pepper,Loamy,5.8,30,89,161,Bacterial Leaf Spot
Potato,Loamy,6.2,30,60,62,Healthy
Tomato,Clay,6.6,35,81,124,Late Blight
Potato,Sandy,6.3,25,81,179,Late Blight
Pepper,Loamy,6.3,28,88,160,Bacterial Leaf Spot
Tomato,Clay,6.6,31,62,145,Healthy
Potato,Clay,6.9,18,85,140,Late Blight
Pepper,Loamy,5.6,26,63,79,Healthy
Potato,Sandy,6.6,20,56,124,Healthy
Tomato,Clay,6.9,19,55,54,Healthy
Potato,Loamy,5.8,29,91,134,Late Blight
Potato,Clay,6.2,27,66,91,Healthy
Tomato,Loamy,6.1,27,77,115,Early Blight
Tomato,Sandy,5.6,19,62,86,Healthy
Tomato,Loamy,6.2,18,87,96,Early Blight
Tomato,Clay,7.0,18,82,31,Early Blight
Potato,Loamy,6.1,19,75,149,Early Blight
Pepper,Clay,6.6,33,56,53,Healthy
Pepper,Loamy,6.8,26,89,91,Bacterial Spot
Pepper,Sandy,7.2,24,94,35,Bacterial Spot
Pepper,Loamy,5.7,21,78,178,Bacterial Spot
Potato,Loamy,5.8,30,88,96,Early Blight
Pepper,Loamy,6.5,34,77,50,Bacterial Spot
Tomato,Loamy,5.8,27,89,77,Early Blight
Pepper,Loamy,5.9,21,92,87,Bacterial Spot
Potato,Clay,7.2,32,82,106,Late Blight
Pepper,Sandy,6.2,20,78,12,Bacterial Spot
Potato,Clay,5.9,28,60,110,Healthy
Potato,Sandy,7.2,31,91,65,Early Blight
Pepper,Clay,6.5,30,63,94,Healthy
Tomato,Sandy,6.3,28,56,40,Healthy
Potato,Loamy,6.4,21,88,82,Early Blight
Pepper,Loamy,6.7,35,93,153,Bacterial Leaf Spot
Potato,Loamy,6.2,19,71,22,Early Blight
Pepper,Clay,5.5,21,76,57,Bacterial Spot
Potato,Sandy,6.6,26,74,102,Early Blight
Pepper,Loamy,5.6,22,84,137,Bacterial Leaf Spot
Tomato,Clay,5.9,34,63,143,Healthy
Pepper,Loamy,5.5,23,76,88,Bacterial Spot
Potato,Sandy,6.5,32,57,123,Healthy
Potato,Clay,5.6,27,71,110,Early Blight
Potato,Loamy,6.0,23,90,71,Early Blight
Tomato,Loamy,7.1,30,80,151,Early Blight
Potato,Clay,6.3,26,76,121,Early Blight
Tomato,Sandy,6.7,28,79,77,Early Blight
Tomato,Loamy,6.8,34,74,113,Early Blight
Potato,Sandy,5.7,33,68,124,Healthy
Tomato,Loamy,5.5,18,77,48,Early Blight
Tomato,Clay,6.3,18,55,15,Healthy
Potato,Loamy,6.4,31,64,31,Healthy
Tomato,Clay,6.1,26,70,177,Healthy
Tomato,Sandy,6.5,27,84,61,Early Blight
Potato,Loamy,6.2,29,88,19,Early Blight
Potato,Sandy,6.0,27,89,77,Early Blight
Potato,Clay,5.9,29,93,130,Late Blight
Tomato,Clay,6.1,27,60,89,Healthy
Potato,Sandy,5.7,25,94,34,Early Blight
Tomato,Clay,6.7,22,92,104,Late Blight
Pepper,Loamy,7.0,33,83,118,Bacterial Leaf Spot
Tomato,Sandy,5.7,32,84,178,Late Blight
Tomato,Sandy,5.6,20,67,180,Healthy
Potato,Clay,5.6,20,68,32,Healthy
Tomato,Sandy,6.5,33,88,162,Late Blight
Potato,Clay,6.1,24,65,91,Healthy
Pepper,Clay,6.1,33,88,142,Bacterial Leaf Spot
Tomato,Sandy,5.9,20,65,139,Healthy
Pepper,Sandy,7.0,19,86,114,Bacterial Leaf Spot
Tomato,Clay,6.8,34,88,87,Early Blight
Tomato,Loamy,7.0,32,77,94,Early Blight
Potato,Sandy,5.6,31,67,102,Healthy
Potato,Sandy,6.1,30,57,77,Healthy
Tomato,Clay,5.9,28,95,31,Early Blight
Pepper,Loamy,6.6,32,83,34,Bacterial Spot
Potato,Clay,5.7,27,62,76,Healthy
Potato,Sandy,6.9,18,67,38,Healthy
Tomato,Loamy,5.8,27,82,73,Early Blight
Tomato,Clay,5.7,29,58,14,Healthy
Pepper,Sandy,7.0,22,83,170,Bacterial Leaf Spot
Tomato,Clay,6.2,20,60,36,Healthy
Pepper,Loamy,6.7,21,85,117,Bacterial Leaf Spot
Pepper,Sandy,7.1,22,78,38,Bacterial Spot
Pepper,Loamy,5.7,28,77,86,Bacterial Spot
Pepper,Sandy,5.8,34,65,177,Healthy
Tomato,Sandy,5.9,27,94,64,Early Blight
Tomato,Loamy,6.8,23,84,29,Early Blight
Potato,Loamy,5.8,35,57,64,Healthy
Potato,Sandy,7.0,29,75,98,Early Blight
Potato,Sandy,5.9,23,65,103,Healthy
